type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
Movie,One Last Thing,Tim Rouhana,"Wendell Pierce, Jurnee Smollett-Bell, Joanne Froggatt, April Billingsley, Elizabeth Ludlow, David Kronawitter, Adora Dei, Eric Mendenhall, Ed Amatrudo, Kate Kovach",United States,25-Aug-19,2018,TV-MA,92 Min,Dramas,"After 25 Years Of Searching, A Lonely Dentist Finds His Long-Lost Daughter But Learns That She Suffers From A Rare Medical Condition."
Movie,Pierre Jackson,Christopher Nolen,"Trae Ireland, Chrystee Pharris, Brian Hooks, Dawnisha Halfkenny, Ebony Byrd Wesley, Simeon Henderson, Marquita Goings, Lew Collins, Kendra Gilliams, Caneil Oliver",United States,29-Jun-19,2018,TV-MA,81 Min,Romantic Movies,"In The Midst Of Ann Arduous Divorce Battle, A Real Estate Tycoon Opts For A Life Of Partying And Sex Until Feelings For His Childhood Friend Surface."
Movie,Professor Mack,Christopher Nolen,"Lisa Wu, Timon Kyle Durrett, Robert Christopher Riley, Erica Hubbard, Amin Joseph, Christopher Nolen, Larry Biela, Jackie Christie, Katharin 'Ladie K' Mraz, Simeon Henderson",United States,06-Aug-19,2018,TV-MA,84 Min,"Comedies, Romantic Movies","When A Confident College Professor Is Courted By Four Eligible And Well-Established Men, She Struggles To Decide Who She Likes The Best."
Movie,Satan & Adam,V. Scott Balcerek,"Sterling Magee, Adam Gussow",United States,01-Jun-19,2018,TV-MA,78 Min,"Documentaries, Music & Musicals",An Aging Blues Guitarist And A Grad Student Form An Unlikely Duo While Busking On The Street Corners Of 1980S Harlem.
Movie,Silencer,Timothy Woodward Jr.,"Johnny Messner, Danny Trejo, Tito Ortiz, Chuck Liddell, Robert Lasardo, Nikki Leigh, Kai Scarlett Williams, Marlene Marquez",United States,03-Dec-18,2018,TV-MA,88 Min,"Action & Adventure, Independent Movies","When A Drug Lord Kidnaps His Girlfriend’S Daughter, A Retired Assassin Leaves His Newly Peaceful Life To Go On A Ruthless Rampage To Rescue The Child."
Movie,St. Agatha,Darren Lynn Bousman,"Sabrina Kern, Carolyn Hennesy, Courtney Halverson, Shaun Fletcher, Lindsay Seim, Hannah Fierman, Trin Miller, Seth Michaels, Justin Miles",United States,08-Aug-19,2018,TV-MA,103 Min,"Horror Movies, Independent Movies","Unwed And Pregnant, A Young Woman Flees Her Abusive Home In 1950S Georgia And Takes Refuge At A Mysterious Convent With A Terrible Secret."
Movie,The Basement,"Brian M. Conley, Nathan Ives","Mischa Barton, Jackson Davis, Cayleb Long, Tracie Thoms, Bailey Anne Borders",United States,09-Apr-19,2018,TV-MA,89 Min,"Horror Movies, Thrillers","Known For Tortuous Role-Play With Victims In His Basement, A Twisted Serial Killer Abducts A Musician Who Has A Deeper Connection To His Mind Games."
Movie,The Bill Murray Stories: Life Lessons Learned From A Mythical Man,Tommy Avallone,"Tommy Avallone, Bill Murray, Joel Murray, Peter Farrelly",United States,31-Dec-18,2018,TV-MA,72 Min,Documentaries,"This Documentary Highlights Spontaneous Encounters With The Elusive, Comedic Veteran, Who Touches Lives By Simply Showing Up Anywhere."
Movie,The Feels,Jenée Lamarque,"Jenée Lamarque, Angela Trimbur, Constance Wu, Josh Fadem, Ever Mainard",United States,01-Jul-18,2018,TV-MA,88 Min,"Comedies, Independent Movies, Lgbtq Movies","During Their Bachelorette Weekend, A Lesbian Couple'S Relationship Hits A Snag When One Of The Brides Confesses To Never Having An Orgasm."
Movie,The Push,"Grant Korgan, Brian Niles",Grant Korgan,United States,07-Jun-19,2018,TV-MA,90 Min,"Documentaries, Sports Movies","After A Snowmobile Accident Paralyzed Him, Grant Korgan Became The First Athlete With A Spinal Cord Injury To Push Himself To The South Pole."
Movie,Twinsanity,Buz Wallick,"Karissa Strain, Katie Strain, Yves Bright, Angie Everhart, Thaddeus Shafer, Mary O'Neil",United States,15-Mar-19,2018,TV-MA,86 Min,"Horror Movies, Independent Movies, Thrillers","When A Yoga Enthusiast Begins To Pull Away From Her Identical Twin Sister And Business Partner, Their Lifelong Bond Turns Deadly."
Movie,White Boy,Shawn Rech,Richard Wershe Jr.,United States,01-Apr-21,2017,TV-MA,83 Min,Documentaries,"This True-Crime Documentary Exposes New Facts About Alleged Teen Drug Lord ""White Boy Rick"" And His Lesser-Known Role As An Fbi Informant."
Movie,Alaska Is A Drag,Shaz Bennett,"Martin L. Washington Jr., Maya Washington, Matt Dallas, Christopher O'Shea, Jason Scott Lee, Margaret Cho, Kevin Daniels, John Fleck, Nia Peeples, Adam Tomei",United States,31-Dec-20,2017,TV-MA,83 Min,"Dramas, Lgbtq Movies","Tormented By Bullies, An Aspiring Drag Star Working At An Alaskan Cannery Becomes A Skilled Fighter And Is Tapped For Competition By A Boxing Coach."
Movie,House Of The Witch,Alex Merkin,"Emily Bader, Darren Mann, Michelle Randolph, Coy Stewart, Jesse Pepe, Arden Belle, Joel Nagle, Nolan Bateman",United States,11-Oct-20,2017,TV-MA,86 Min,Horror Movies,A Group Of Daring Teens Finds Themselves In A Fight For Their Lives Inside A Haunted House When A Sinister Spirit Crashes Their Halloween Party.
Movie,The Trap,Erik White,"T.I., Mike Epps, Loretta Devine, Queen Latifah, Teyana Taylor, Meagan Tandy, Stephen Bishop, Roland Powell, Joel Rush",United States,01-Apr-19,2017,TV-MA,91 Min,Comedies,A Man Returns Home To Atlanta To Try And Turn Around His Family'S Struggling Restaurant With The Help Of A New Chicken Recipe.
Movie,The Untold Tales Of Armistead Maupin,Jennifer M. Kroot,"Armistead Maupin, Neil Gaiman, Laura Linney, Ian Mckellen, Amy Tan, Margaret Cho, Jonathan Groff, Amanda Palmer",United States,01-Nov-18,2017,TV-MA,91 Min,"Documentaries, Lgbtq Movies","This Documentary Traces The Life Of ""Tales Of The City"" Author Armistead Maupin, From His Conservative Roots To His Rise As An Lgbtq Champion."
Movie,Truth Or Dare,Nick Simon,"Cassandra Scerbo, Brytni Sarpy, Mason Dye, Harvey Guillen, Luke Baines, Ricardo Hoyos, Alexxis Lemire, Christina Masterson, Heather Langenkamp",United States,03-Oct-18,2017,TV-MA,88 Min,Horror Movies,"A Game Of ""Truth Or Dare"" Among College Friends On Spring Break Turns Deadly When A Demon Seems Determined To Use It To Kill Them All."
Movie,Spivak,"Anthony Abrams, Adam Larson Broder","Michael Bacall, Maggie Lawson, Elden Henson, Robert Kazinsky, Mark Webber, Chloe Wepper",United States,12-May-18,2017,TV-MA,92 Min,"Comedies, Independent Movies",Struggling Writer Wally Spivak Is Stuck In A Rut – Until He Meets An Engaged Couple And Starts To See Life In A Whole New Way.
Movie,Newness,Drake Doremus,"Nicholas Hoult, Laia Costa, Danny Huston, Courtney Eaton, Matthew Gray Gubler, Albert Hammond Jr.",United States,01-Feb-18,2017,TV-MA,117 Min,"Dramas, Independent Movies, Romantic Movies","Martin And Gabi Try To Form A Relationship After Meeting Through A Hookup App, But When Boredom Creeps In, They Seek Out An Unconventional Solution."
Tv Show,Dave Chappelle: Equanimity & The Bird Revelation,Stan Lathan,Dave Chappelle,United States,31-Dec-17,2017,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, Tv Comedies","Comedy Titan Dave Chappelle Caps A Wild Year With Two Stand-Up Specials Packed With Scorching New Material, Self-Reflection And Tough Love."
Movie,Mr. Roosevelt,Noël Wells,"Noël Wells, Nick Thune, Britt Lower, Daniella Pineda, Andre Hyland, Armen Weitzman, Sergio Cilli",United States,26-Dec-17,2017,TV-MA,91 Min,"Comedies, Independent Movies","A Struggling Comedian Returns To Austin, Texas, To See Her Ailing Cat And Face Her Messy Past – While Staying With Her Ex And His New Girlfriend."
Movie,Creep 2,Patrick Brice,"Mark Duplass, Desiree Akhavan, Karan Soni",United States,23-Dec-17,2017,TV-MA,80 Min,"Horror Movies, Independent Movies, Thrillers","A Video Artist Finds The Perfect Character For A Sensational Piece, But The Subject Of Her Dreams Soon Reveals His Insidious Side."
Movie,Bright,David Ayer,"Will Smith, Joel Edgerton, Noomi Rapace, Lucy Fry, Edgar Ramírez, Ike Barinholtz, Brad William Henke, Enrique Murciano, Happy Anderson, Kenneth Choi, Andrea Navedo, Dawn Olivieri",United States,22-Dec-17,2017,TV-MA,118 Min,"Action & Adventure, Sci-Fi & Fantasy","In An La Rife With Interspecies Tensions, A Human Cop And His Orc Partner Stumble On A Powerful Object And Become Embroiled In A Prophesied Turf War."
Movie,El Camino Christmas,David E. Talbert,"Jessica Alba, Tim Allen, Dax Shepard, Vincent D'Onofrio, Luke Grimes, Kurtwood Smith, Michelle Mylett",United States,08-Dec-17,2017,TV-MA,89 Min,"Comedies, Dramas","Stuck In A Liquor Store During An Alleged Robbery, A Group Of Strangers Shares Hidden Truths And Forms An Unexpected Bond On Christmas Eve."
Movie,Voyeur,"Myles Kane, Josh Koury",Gay Talese,United States,01-Dec-17,2017,TV-MA,96 Min,Documentaries,Legendary Journalist Gay Talese Unmasks A Motel Owner Who Spied On His Guests For Decades. But His Bombshell Story Soon Becomes A Scandal Of Its Own.
Movie,1922,Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian D'Arcy James, Neal Mcdonough",United States,20-Oct-17,2017,TV-MA,103 Min,"Dramas, Thrillers","A Farmer Pens A Confession Admitting To His Wife'S Murder, But Her Death Is Just The Beginning Of A Macabre Tale. Based On Stephen King'S Novella."
Movie,Wheelman,Jeremy Rush,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham, Wendy Moniz, John Cenatiempo, Slaine",United States,20-Oct-17,2017,TV-MA,82 Min,Action & Adventure,The Getaway Driver In A Botched Robbery Puts His Skills And Smarts To The Test When He Receives Shocking Orders From An Unknown Caller.
Movie,The Babysitter,Mcg,"Samara Weaving, Hana Mae Lee, Judah Lewis, Robbie Amell, Bella Thorne, Andrew Bachelor, Emily Alyn Lind, Leslie Bibb, Ken Marino",United States,13-Oct-17,2017,TV-MA,85 Min,"Comedies, Horror Movies","When Cole Stays Up Past His Bedtime, He Discovers That His Hot Babysitter Is Part Of A Satanic Cult That Will Stop At Nothing To Keep Him Quiet."
Movie,The Meyerowitz Stories (New And Selected),Noah Baumbach,"Adam Sandler, Ben Stiller, Dustin Hoffman, Elizabeth Marvel, Grace Van Patten, Emma Thompson, Candice Bergen, Rebecca Miller, Danny Flaherty, Sakina Jaffrey, Adam David Thompson",United States,13-Oct-17,2017,TV-MA,113 Min,"Comedies, Dramas, Independent Movies",Grudges And Rivalries Abound As Three Adult Siblings Converge In New York To Contend With Their Prickly Artist Father – And His Fading Legacy.
Movie,Gerald'S Game,Mike Flanagan,"Carla Gugino, Bruce Greenwood, Henry Thomas, Carel Struycken, Chiara Aurelia",United States,29-Sep-17,2017,TV-MA,103 Min,"Horror Movies, Thrillers","When Her Husband'S Sex Game Goes Wrong, Jessie – Handcuffed To A Bed In A Remote Lake House – Faces Warped Visions, Dark Secrets And A Dire Choice."
Movie,Gaga: Five Foot Two,Chris Moukarbel,Lady Gaga,United States,22-Sep-17,2017,TV-MA,101 Min,"Documentaries, Music & Musicals","Follow Pop Provocateur Lady Gaga As She Releases A New Album, Preps For Her Super Bowl Halftime Show, And Confronts Physical And Emotional Struggles."
Movie,Little Evil,Eli Craig,"Adam Scott, Evangeline Lilly, Bridget Everett, Owen Atlas, Chris D'Elia, Donald Faison, Clancy Brown, Tyler Labine, Kyle Bornheimer, Carla Gallo, Brad Williams, Sally Field",United States,01-Sep-17,2017,TV-MA,95 Min,"Comedies, Horror Movies","In This Horror-Comedy, A Recently Married Man Who Wants To Bond With His Stepson Begins To Fear That The Boy Is A Demon."
Movie,Death Note,Adam Wingard,"Willem Dafoe, Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles",United States,25-Aug-17,2017,TV-MA,100 Min,"Horror Movies, Thrillers","Light Turner Finds A Supernatural Notebook And Uses It To Mete Out Death, Attracting The Attention Of A Detective, A Demon And A Girl In His Class."
Movie,Brad Paisley'S Comedy Rodeo,Jay Chapman,"Brad Paisley, Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana, Mike E. Winfield",United States,15-Aug-17,2017,TV-MA,63 Min,"Music & Musicals, Stand-Up Comedy","Country Music Star Brad Paisley Hosts A Night Of Music And Laughs With Comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana And Mike E. Winfield."
Movie,Chocolate City: Vegas Strip,Jean-Claude La Marre,"Robert Ri'Chard, Darrin Dewitt Henson, Ginuwine, Gilbert Saldivar, Keith Carlos, Michael Bolwaire, Willie Taylor, Michael Jai White, Vivica A. Fox, Mekhi Phifer",United States,12-Aug-17,2017,TV-MA,90 Min,Dramas,"The Exotic Dancers From Chocolate City Get Back Together For A Trip To Las Vegas And A Chance At $500,000 In Prize Money."
Movie,Icarus,Bryan Fogel,"Bryan Fogel, Grigory Rodchenkov",United States,04-Aug-17,2017,TV-MA,121 Min,"Documentaries, Sports Movies",An American Filmmaker And Cyclist Unwittingly Wades Into A Global Scandal When A Russian Scientist Leaks Shocking Details Of A Vast Doping Conspiracy.
Movie,The Incredible Jessica James,Jim Strouse,"Jessica Williams, Chris O'Dowd, Lakeith Stanfield, Noël Wells, Taliyah Whitaker, Zabryna Guevara, Sarah Jones, Will Stephen, Susan Heyward, Megan Ketch",United States,28-Jul-17,2017,TV-MA,84 Min,"Comedies, Independent Movies, Romantic Movies","Burned By A Bad Breakup, A Struggling New York City Playwright Makes An Unlikely Connection With A Divorced App Designer She Meets On A Blind Date."
Tv Show,Ari Shaffir: Double Negative,Eric Abrams,Ari Shaffir,United States,18-Jul-17,2017,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,"Wry Yet Thoughtful, Comedian Ari Shaffir Brings His Edgy Humor To Two Fast-Paced Stand-Up Specials About Children And Adulthood."
Movie,To The Bone,Marti Noxon,"Lily Collins, Keanu Reeves, Carrie Preston, Lili Taylor, Alex Sharp, Liana Liberato, Brooke Smith, Leslie Bibb, Kathryn Prescott",United States,14-Jul-17,2017,TV-MA,108 Min,"Dramas, Independent Movies","Ellen, A 20-Year-Old With Anorexia Nervosa, Goes On A Harrowing, Sometimes Funny Journey Of Self-Discovery At A Group Home Run By An Unusual Doctor."
Movie,Take Me,Pat Healy,"Taylor Schilling, Pat Healy, Alycia Delmore, Jim O'Heir, Brooke Dillman, Mark Kelly, Toby Huss, Alejandro Patiño",United States,07-Jul-17,2017,TV-MA,84 Min,"Comedies, Independent Movies","With His Simulated Kidnapping Business Flagging, An Entrepreneur Jumps At A Weekend Abduction Opportunity – Only To Find The Job Isn'T What It Seems."
Movie,You Get Me,Brent Bonacorso,"Bella Thorne, Halston Sage, Taylor John Smith, Nash Grier, Anna Akana, Kathryn Morris, Brigid Brannagh, Kimberly Williams-Paisley, Tyler Hanson",United States,23-Jun-17,2017,TV-MA,89 Min,"Dramas, Thrillers","After A One-Night Stand, Holly Develops A Dangerous Obsession With Tyler And Transfers To His High School, Desperate To Keep Their ""Romance"" Alive."
Movie,War Machine,David Michôd,"Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot Mcnairy, Anthony Michael Hall, Will Poulter",United States,26-May-17,2017,TV-MA,123 Min,"Comedies, Dramas","When A Proud General Is Tasked With Winning An Unpopular War, He Takes The Challenge Head-On, Not Knowing That Hubris May Be His Own Worst Enemy."
Movie,Get Me Roger Stone,"Dylan Bank, Daniel Dimauro, Morgan Pehme",Roger Stone,United States,12-May-17,2017,TV-MA,101 Min,Documentaries,"Examine The Rise, Fall And Rebirth Of Political Operative Roger Stone, Who'S Been An Influential Member Of Team Trump For Decades."
Movie,Handsome: A Netflix Mystery Movie,Jeff Garlin,"Jeff Garlin, Natasha Lyonne, Amy Sedaris, Steven Weber, Christine Woods, Eddie Pepitone, Timm Sharp, Brad Morris, Leah Remini, Ava Acres",United States,05-May-17,2017,TV-MA,81 Min,Comedies,Homicide Detective Gene Handsome Sets Out To Solve A Woman'S Murder While Searching For Clues About What'S Missing From His Personal Life.
Movie,Rodney King,Spike Lee,Roger Guenveur Smith,United States,28-Apr-17,2017,TV-MA,53 Min,Dramas,Roger Guenveur Smith Gives Voice To The Man At The Center Of The Brutal Police Beating That Helped Fuel The 1992 La Riots. Spike Lee Directs.
Movie,Sand Castle,Fernando Coimbra,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez",United States,21-Apr-17,2017,TV-MA,113 Min,"Action & Adventure, Dramas, Independent Movies","After The Invasion Of Iraq In 2003, A Reluctant Soldier'S Platoon Is Dispatched On A Dangerous Mission To Repair A Hostile Village'S Water System."
Movie,Tramps,Adam Leon,"Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia, Margaret Colin, Louis Cancelmi, Rachel Zeiger-Haag, Dane Martinez",United States,21-Apr-17,2017,TV-MA,83 Min,"Dramas, Independent Movies, Romantic Movies","Pulled Into A Shady Briefcase Swap For Different Reasons, Young Strangers Danny And Ellie Spend An Eventful Night Together When The Deal Goes Wrong."
Movie,Frat Star,"Grant S. Johnson, Ippsie Jones","Connor Lawrence, Justin Mark, Cathryn Dylan, Chris Elliott, Tyler Weaks, Max Sheldon, Austin Ramsey, Peter O'Connor, Nicole Balsam, Kaitlin Mesh",United States,10-Apr-17,2017,TV-MA,85 Min,Comedies,A Freshman Uninterested In Joining A Fraternity Is Convinced To Pledge By A Rich Roommate Who Introduces Him To A World Darker Than He Ever Dreamed.
Movie,Win It All,Joe Swanberg,"Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key, Nicky Excitement",United States,07-Apr-17,2017,TV-MA,89 Min,"Comedies, Independent Movies, Romantic Movies","After Losing $50,000 That Wasn'T His, Gambling Addict Eddie Starts To Rebuild His Life. But An Unwelcome Surprise Pushes Him Toward His Old Ways."
Movie,The Discovery,Charlie Mcdowell,"Jason Segel, Rooney Mara, Robert Redford, Riley Keough, Jesse Plemons, Ron Canada",United States,31-Mar-17,2017,TV-MA,102 Min,"Dramas, Independent Movies, Romantic Movies","A Scientist Whose Proof Of An Afterlife Caused A Rash Of Suicides Forges Ahead With His Research, While His Disapproving Son Falls For A Troubled Woman."
Movie,The Most Hated Woman In America,Tommy O'Haver,"Melissa Leo, Josh Lucas, Vincent Kartheiser, Juno Temple, Adam Scott, Peter Fonda, Sally Kirkland, Rory Cochrane",United States,24-Mar-17,2017,TV-MA,93 Min,Dramas,"This Drama Follows The Controversial Life Of Outspoken Atheist Madalyn Murray O'Hair, From Her Landmark Court Battles To Her Infamous Abduction."
Tv Show,Dave Chappelle,Stan Lathan,Dave Chappelle,United States,21-Mar-17,2017,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, Tv Comedies","Comedy Icon Dave Chappelle Makes His Triumphant Return To The Screen With A Pair Of Blistering, Fresh Stand-Up Specials."
